"routeCode","busRegNo","serviceDate","schedDepart","schedArrive","headsign"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T18:55:00.000Z","2025-10-06T19:40:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T19:00:00.000Z","2025-10-06T19:45:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T19:05:00.000Z","2025-10-06T19:50:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T19:10:00.000Z","2025-10-06T19:55:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T19:15:00.000Z","2025-10-06T20:00:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T19:20:00.000Z","2025-10-06T20:05:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T19:25:00.000Z","2025-10-06T20:10:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T19:30:00.000Z","2025-10-06T20:15:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T19:35:00.000Z","2025-10-06T20:20:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T19:40:00.000Z","2025-10-06T20:25:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T19:45:00.000Z","2025-10-06T20:30:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T19:50:00.000Z","2025-10-06T20:35:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T19:55:00.000Z","2025-10-06T20:40:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T20:00:00.000Z","2025-10-06T20:45:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T20:05:00.000Z","2025-10-06T20:50:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T20:10:00.000Z","2025-10-06T20:55:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T20:15:00.000Z","2025-10-06T21:00:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T20:20:00.000Z","2025-10-06T21:05:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T20:25:00.000Z","2025-10-06T21:10:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T20:30:00.000Z","2025-10-06T21:15:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T20:35:00.000Z","2025-10-06T21:20:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T20:40:00.000Z","2025-10-06T21:25:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T20:45:00.000Z","2025-10-06T21:30:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T20:50:00.000Z","2025-10-06T21:35:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T20:55:00.000Z","2025-10-06T21:40:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T21:00:00.000Z","2025-10-06T21:45:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T21:05:00.000Z","2025-10-06T21:50:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T21:10:00.000Z","2025-10-06T21:55:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T21:15:00.000Z","2025-10-06T22:00:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T21:20:00.000Z","2025-10-06T22:05:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T21:25:00.000Z","2025-10-06T22:10:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T21:30:00.000Z","2025-10-06T22:15:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T21:35:00.000Z","2025-10-06T22:20:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T21:40:00.000Z","2025-10-06T22:25:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T21:45:00.000Z","2025-10-06T22:30:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T21:50:00.000Z","2025-10-06T22:35:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T21:55:00.000Z","2025-10-06T22:40:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T22:00:00.000Z","2025-10-06T22:45:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T22:05:00.000Z","2025-10-06T22:50:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T22:10:00.000Z","2025-10-06T22:55:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T22:15:00.000Z","2025-10-06T23:00:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T22:20:00.000Z","2025-10-06T23:05:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T22:25:00.000Z","2025-10-06T23:10:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T22:30:00.000Z","2025-10-06T23:15:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T22:35:00.000Z","2025-10-06T23:20:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T22:40:00.000Z","2025-10-06T23:25:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T22:45:00.000Z","2025-10-06T23:30:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T22:50:00.000Z","2025-10-06T23:35:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T22:55:00.000Z","2025-10-06T23:40:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-06T00:00:00.000Z","2025-10-06T23:00:00.000Z","2025-10-06T23:45:00.000Z","Puttalam - Chilaw"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T05:00:00.000Z","2025-10-06T05:47:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T05:05:00.000Z","2025-10-06T05:52:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T05:10:00.000Z","2025-10-06T05:57:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T05:15:00.000Z","2025-10-06T06:02:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T05:20:00.000Z","2025-10-06T06:07:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T05:25:00.000Z","2025-10-06T06:12:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T05:30:00.000Z","2025-10-06T06:17:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T05:35:00.000Z","2025-10-06T06:22:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T05:40:00.000Z","2025-10-06T06:27:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T05:45:00.000Z","2025-10-06T06:32:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T05:50:00.000Z","2025-10-06T06:37:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T05:55:00.000Z","2025-10-06T06:42:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T06:00:00.000Z","2025-10-06T06:47:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T06:05:00.000Z","2025-10-06T06:52:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T06:10:00.000Z","2025-10-06T06:57:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T06:15:00.000Z","2025-10-06T07:02:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T06:20:00.000Z","2025-10-06T07:07:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T06:25:00.000Z","2025-10-06T07:12:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T06:30:00.000Z","2025-10-06T07:17:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T06:35:00.000Z","2025-10-06T07:22:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T06:40:00.000Z","2025-10-06T07:27:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T06:45:00.000Z","2025-10-06T07:32:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T06:50:00.000Z","2025-10-06T07:37:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T06:55:00.000Z","2025-10-06T07:42:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T07:00:00.000Z","2025-10-06T07:47:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T07:05:00.000Z","2025-10-06T07:52:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T07:10:00.000Z","2025-10-06T07:57:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T07:15:00.000Z","2025-10-06T08:02:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T07:20:00.000Z","2025-10-06T08:07:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T07:25:00.000Z","2025-10-06T08:12:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T07:30:00.000Z","2025-10-06T08:17:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T07:35:00.000Z","2025-10-06T08:22:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T07:40:00.000Z","2025-10-06T08:27:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T07:45:00.000Z","2025-10-06T08:32:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T07:50:00.000Z","2025-10-06T08:37:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T07:55:00.000Z","2025-10-06T08:42:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T08:00:00.000Z","2025-10-06T08:47:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T08:05:00.000Z","2025-10-06T08:52:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T08:10:00.000Z","2025-10-06T08:57:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T08:15:00.000Z","2025-10-06T09:02:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T08:20:00.000Z","2025-10-06T09:07:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T08:25:00.000Z","2025-10-06T09:12:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T08:30:00.000Z","2025-10-06T09:17:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T08:35:00.000Z","2025-10-06T09:22:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T08:40:00.000Z","2025-10-06T09:27:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T08:45:00.000Z","2025-10-06T09:32:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T08:50:00.000Z","2025-10-06T09:37:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T08:55:00.000Z","2025-10-06T09:42:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T09:00:00.000Z","2025-10-06T09:47:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T09:05:00.000Z","2025-10-06T09:52:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T09:10:00.000Z","2025-10-06T09:57:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T09:15:00.000Z","2025-10-06T10:02:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T09:20:00.000Z","2025-10-06T10:07:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T09:25:00.000Z","2025-10-06T10:12:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T09:30:00.000Z","2025-10-06T10:17:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T09:35:00.000Z","2025-10-06T10:22:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T09:40:00.000Z","2025-10-06T10:27:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T09:45:00.000Z","2025-10-06T10:32:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T09:50:00.000Z","2025-10-06T10:37:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T09:55:00.000Z","2025-10-06T10:42:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T10:00:00.000Z","2025-10-06T10:47:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T10:05:00.000Z","2025-10-06T10:52:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T10:10:00.000Z","2025-10-06T10:57:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T10:15:00.000Z","2025-10-06T11:02:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T10:20:00.000Z","2025-10-06T11:07:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T10:25:00.000Z","2025-10-06T11:12:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T10:30:00.000Z","2025-10-06T11:17:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T10:35:00.000Z","2025-10-06T11:22:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T10:40:00.000Z","2025-10-06T11:27:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T10:45:00.000Z","2025-10-06T11:32:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T10:50:00.000Z","2025-10-06T11:37:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T10:55:00.000Z","2025-10-06T11:42:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T11:00:00.000Z","2025-10-06T11:47:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T11:05:00.000Z","2025-10-06T11:52:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T11:10:00.000Z","2025-10-06T11:57:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T11:15:00.000Z","2025-10-06T12:02:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T11:20:00.000Z","2025-10-06T12:07:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T11:25:00.000Z","2025-10-06T12:12:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T11:30:00.000Z","2025-10-06T12:17:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T11:35:00.000Z","2025-10-06T12:22:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T11:40:00.000Z","2025-10-06T12:27:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T11:45:00.000Z","2025-10-06T12:32:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T11:50:00.000Z","2025-10-06T12:37:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T11:55:00.000Z","2025-10-06T12:42:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T12:00:00.000Z","2025-10-06T12:47:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T12:05:00.000Z","2025-10-06T12:52:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T12:10:00.000Z","2025-10-06T12:57:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T12:15:00.000Z","2025-10-06T13:02:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T12:20:00.000Z","2025-10-06T13:07:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T12:25:00.000Z","2025-10-06T13:12:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T12:30:00.000Z","2025-10-06T13:17:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T12:35:00.000Z","2025-10-06T13:22:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T12:40:00.000Z","2025-10-06T13:27:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T12:45:00.000Z","2025-10-06T13:32:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T12:50:00.000Z","2025-10-06T13:37:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T12:55:00.000Z","2025-10-06T13:42:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T13:00:00.000Z","2025-10-06T13:47:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T13:05:00.000Z","2025-10-06T13:52:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T13:10:00.000Z","2025-10-06T13:57:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T13:15:00.000Z","2025-10-06T14:02:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T13:20:00.000Z","2025-10-06T14:07:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T13:25:00.000Z","2025-10-06T14:12:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T13:30:00.000Z","2025-10-06T14:17:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T13:35:00.000Z","2025-10-06T14:22:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T13:40:00.000Z","2025-10-06T14:27:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T13:45:00.000Z","2025-10-06T14:32:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T13:50:00.000Z","2025-10-06T14:37:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T13:55:00.000Z","2025-10-06T14:42:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T14:00:00.000Z","2025-10-06T14:47:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T14:05:00.000Z","2025-10-06T14:52:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T14:10:00.000Z","2025-10-06T14:57:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T14:15:00.000Z","2025-10-06T15:02:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T14:20:00.000Z","2025-10-06T15:07:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T14:25:00.000Z","2025-10-06T15:12:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T14:30:00.000Z","2025-10-06T15:17:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T14:35:00.000Z","2025-10-06T15:22:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T14:40:00.000Z","2025-10-06T15:27:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T14:45:00.000Z","2025-10-06T15:32:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T14:50:00.000Z","2025-10-06T15:37:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T14:55:00.000Z","2025-10-06T15:42:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T15:00:00.000Z","2025-10-06T15:47:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T15:05:00.000Z","2025-10-06T15:52:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T15:10:00.000Z","2025-10-06T15:57:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T15:15:00.000Z","2025-10-06T16:02:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T15:20:00.000Z","2025-10-06T16:07:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T15:25:00.000Z","2025-10-06T16:12:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T15:30:00.000Z","2025-10-06T16:17:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T15:35:00.000Z","2025-10-06T16:22:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T15:40:00.000Z","2025-10-06T16:27:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T15:45:00.000Z","2025-10-06T16:32:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T15:50:00.000Z","2025-10-06T16:37:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T15:55:00.000Z","2025-10-06T16:42:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T16:00:00.000Z","2025-10-06T16:47:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T16:05:00.000Z","2025-10-06T16:52:00.000Z","Hambantota - Tissamaharama"
"R010","NB-1006","2025-10-06T00:00:00.000Z","2025-10-06T16:10:00.000Z","2025-10-06T16:57:00.000Z","Hambantota - Tissamaharama"
